pub_date,main_headline,article_url,classification
2013-01-01T00:00:00Z,Father of Gunman Claimed Remains,https://www.nytimes.com/2013/01/01/nyregion/father-claimed-connecticut-gunmans-body.html,0
2013-01-01T00:00:00Z,Bahrain: 2 Sentenced in Beating Death,https://www.nytimes.com/2013/01/01/world/middleeast/2-sentenced-in-beating-death-in-bahrain.html,0
2013-01-01T00:00:00Z,Cuba: The Sun Sets on a Commuter Era,https://www.nytimes.com/2013/01/01/world/americas/last-2-cuban-workers-at-guantanamo-bay-retire.html,0
2013-01-01T00:00:00Z,Lottery Numbers,https://www.nytimes.com/2013/01/01/nyregion/lottery-numbers-for-new-york-new-jersey-and-connecticut.html,0
2013-01-01T00:00:00Z,Minnesota Overcomes Nemesis to Prevail in Its Big Ten Opener,https://www.nytimes.com/2013/01/01/sports/ncaabasketball/college-basketball-roundup.html,0
2013-01-01T00:00:00Z,Egypt: Protester Wounded by Gunmen,https://www.nytimes.com/2013/01/01/world/middleeast/protester-wounded-by-gunmen-in-egypt.html,0
2013-01-01T00:00:00Z,Mike Auldridge Dies at 73; Lent Dobro Fresh Elegance,https://www.nytimes.com/2013/01/01/arts/music/mike-auldridge-dies-at-73-lent-dobro-fresh-elegance.html,0
2013-01-01T00:00:00Z,Pakistan: 8 Members of Afghan Taliban Are Freed From Prison in Peace Gesture,https://www.nytimes.com/2013/01/01/world/asia/members-of-afghan-taliban-are-freed-from-pakistan-prison.html,0
2013-01-01T00:00:00Z,Israel: Ex-Soldier Detained in Egypt,https://www.nytimes.com/2013/01/01/world/middleeast/israeli-ex-soldier-detained-in-egypt.html,0
2013-01-01T00:00:00Z,Peacekeepers Exit East Timor,https://www.nytimes.com/2013/01/01/world/asia/in-east-timor-un-ends-peacekeeping-role.html,0
2013-01-01T00:00:00Z,"While Carrying a Cloak of Optimism, the Giants Are Trying on Remorse",https://www.nytimes.com/2013/01/01/sports/football/giants-insist-theyre-better-than-finish.html,0
2013-01-01T00:00:00Z,"Marva Whitney, Singer in the James Brown Revue, Dies at 68",https://www.nytimes.com/2013/01/01/arts/music/marva-whitney-singer-in-the-james-brown-revue-dies-at-68.html,0
2013-01-01T00:00:00Z,"Mired in Grief, a Mother Finds Support in Her Sons",https://www.nytimes.com/2013/01/01/nyregion/mired-in-grief-a-mother-finds-support-in-her-sons.html,0
2013-01-01T00:00:00Z,Subway Victim Recalled as Always Lending a Hand,https://www.nytimes.com/2013/01/01/nyregion/victim-of-fatal-subway-push-is-given-a-fond-farewell.html,0
2013-01-01T00:00:00Z,Hispanic Pregnancies Fall in U.S. as Women Choose Smaller Families,https://www.nytimes.com/2013/01/01/health/us-birthrate-dips-especially-for-hispanics.html,1
2013-01-01T00:00:00Z,"Discussing Disaster Relief Costs, and Changing Tone When It’s Closer to Home",https://www.nytimes.com/2013/01/01/nyregion/changing-tone-on-disaster-relief-costs-when-its-closer-to-home.html,0
2013-01-01T00:00:00Z,Giuliani Ready to Use Muscle to Put His Man in Mayor’s Seat,https://www.nytimes.com/2013/01/01/nyregion/for-giuliani-a-chance-to-put-new-stamp-on-city.html,0
2013-01-01T00:00:00Z,Carl Woese Dies at 84; Discovered Life’s ‘Third Domain’,https://www.nytimes.com/2013/01/01/science/carl-woese-dies-discovered-lifes-third-domain.html,0
2013-01-01T00:00:00Z,Jets and Giants: Contrasts in Failure,https://www.nytimes.com/2013/01/01/sports/football/fixation-on-jets-greater-than-for-giants.html,0
2013-01-01T00:00:00Z,"Employers Must Offer Family Care, Affordable or Not",https://www.nytimes.com/2013/01/01/health/employers-must-offer-family-health-care-affordable-or-not-administration-says.html,0
2013-01-01T00:00:00Z,Rescue Effort Hampered in Bus Crash That Killed 9,https://www.nytimes.com/2013/01/01/us/scale-of-oregon-bus-crash-that-killed-9-hindered-response.html,0
2013-01-01T00:00:00Z,School Shootings  Put a New Perspective on Losses From the Hurricane,https://www.nytimes.com/slideshow/2013/01/01/nyregion/20130101comingback.html,0
2013-01-01T00:00:00Z,Another Fiscal Flop,https://www.nytimes.com/2013/01/01/opinion/brooks-another-fiscal-flop.html,0
2013-01-01T00:00:00Z,A Tepid Fiscal Agreement,https://www.nytimes.com/2013/01/01/opinion/a-tepid-agreement-on-the-fiscal-cliff.html,0
2013-01-01T00:00:00Z,Grand Deals Give Way to Legislative Quick Fixes,https://www.nytimes.com/2013/01/01/us/politics/grand-bargains-give-way-to-legislative-quick-fixes.html,0
2013-01-01T00:00:00Z,Razor-Focused on Winning,https://www.nytimes.com/2013/01/01/sports/ncaafootball/stanfords-kevin-hogan-is-focused-on-winning-like-andrew-luck.html,0
2013-01-01T00:00:00Z,Browns’ Richardson Played With Broken Ribs,https://www.nytimes.com/2013/01/01/sports/football/browns-trent-richardson-played-with-broken-ribs.html,0
2013-01-01T00:00:00Z,Vindication for Popovich: Spurs Are Playing With Vigor,https://www.nytimes.com/2013/01/01/sports/basketball/controversial-rest-day-has-not-hurt-spurs.html,0
2013-01-01T00:00:00Z,One-Stop Sunday Mornings for Cowboys and Cowgirls in an Arizona Town,https://www.nytimes.com/2013/01/01/us/a-church-saloon-combo-in-an-arizona-town.html,0
2013-01-01T00:00:00Z,California: Man Held in Burning of Homeless Woman,https://www.nytimes.com/2013/01/01/us/california-man-held-in-burning-of-homeless-woman.html,0
2013-01-01T00:00:00Z,Texas: Judge Approves Cuts to Planned Parenthood,https://www.nytimes.com/2013/01/01/health/texas-judge-approves-cuts-to-planned-parenthood.html,0
2013-01-01T00:00:00Z,"Baffert’s Horse Is Euthanized After Claiming Race, but Some Wonder Why It Was Running",https://www.nytimes.com/2013/01/01/sports/questions-for-baffert-after-tweebster-is-euthanized.html,0
2013-01-01T00:00:00Z,Doctors Expect Clinton to Recover Fully From Blood Clot Near Brain,https://www.nytimes.com/2013/01/01/us/doctors-expect-clinton-to-recover-fully-from-blood-clot-near-brain.html,0
2013-01-01T00:00:00Z,U.S.C.&#8217;s Dreary Year Ends With Barkley Still Out and a Drubbing in the Sun Bowl,https://www.nytimes.com/2013/01/01/sports/ncaafootball/bowl-game-roundup.html,0
2013-01-01T00:00:00Z,"As Pheasants Disappear, Hunters in Iowa Follow",https://www.nytimes.com/2013/01/01/us/as-pheasants-disappear-hunters-in-iowa-follow.html,0
2013-01-01T00:00:00Z,Juvenile Court Reform in Tennessee,https://www.nytimes.com/2013/01/01/opinion/juvenile-court-reform-in-tennessee.html,0
2013-01-01T00:00:00Z,Try Synthetic Ivory,https://www.nytimes.com/2013/01/01/opinion/try-synthetic-ivory.html,0
2013-01-01T00:00:00Z,Blaming Mental Illness for Gun Violence,https://www.nytimes.com/2013/01/01/opinion/blaming-mental-illness-for-gun-violence.html,0
2013-01-01T00:00:00Z,Struggling to Get a College Degree,https://www.nytimes.com/2013/01/01/opinion/struggling-to-get-a-college-degree.html,0
2013-01-01T00:00:00Z,Relief for Student Borrowers,https://www.nytimes.com/2013/01/01/opinion/relief-for-student-borrowers-in-pay-as-you-earn.html,0
2013-01-01T00:00:00Z,Crossing Into 2013,https://www.nytimes.com/2013/01/01/opinion/crossing-into-2013.html,0
2013-01-01T00:00:00Z,"New Old Dating Tip: If You’ve Got It, Flaunt It",https://www.nytimes.com/2013/01/01/opinion/new-old-dating-tip-if-youve-got-it-flaunt-it.html,0
2013-01-01T00:00:00Z,"Runaway Oil Rig Off Alaska Under Control, Shell Says",https://www.nytimes.com/2013/01/01/business/energy-environment/runaway-oil-rig-under-control-shell-says.html,0
2013-01-01T00:00:00Z,Wozniacki and Stosur Eliminated at Brisbane,https://www.nytimes.com/2013/01/01/sports/tennis/wozniacki-and-stosur-eliminated-at-brisbane.html,0
2013-01-01T00:00:00Z,N.H.L. Players Union Presents Counteroffer,https://www.nytimes.com/2013/01/01/sports/hockey/nhl-players-union-presents-counteroffer.html,0
2013-01-01T00:00:00Z,Bond Craze Could Run Its Course in New Year,https://www.nytimes.com/2013/01/01/business/big-in-2012-but-the-future-is-hazy-for-bonds.html,0
2013-01-01T00:00:00Z,Pursuing a First Win in the Bowls Since 1949,https://www.nytimes.com/2013/01/01/sports/ncaafootball/pat-fitzgerald-and-northwestern-hope-to-end-bowl-losing-streak.html,0
2013-01-01T00:00:00Z,How Many Slaves Work for You?,https://www.nytimes.com/2013/01/01/opinion/how-many-slaves-work-for-you.html,0
2013-01-01T00:00:00Z,The Emancipation of Abe Lincoln,https://www.nytimes.com/2013/01/01/opinion/the-emancipation-of-abe-lincoln.html,1
2013-01-01T00:00:00Z,Announcing the Latest Big Thing,https://www.nytimes.com/2013/01/01/opinion/a-template-for-the-next-big-thing.html,0
2013-01-01T00:00:00Z,12 Foreign Stories From 2012 Worth Revisiting,https://www.nytimes.com/2013/01/01/world/12-foreign-stories-from-2012-worth-revisiting.html,0
2013-01-01T00:00:00Z,Marveling Over a Marlin,https://www.nytimes.com/slideshow/2013/01/01/sports/01piazza_ss.html,0
2013-01-01T00:00:00Z,"A Luminous Kingdom, Awaiting on a Blustery Night",https://www.nytimes.com/2013/01/01/arts/dance/boston-ballets-nutcracker-at-boston-opera-house.html,0
2013-01-01T00:00:00Z,"Piazza, the Marlin, And a Shared Fixation",https://www.nytimes.com/2013/01/01/sports/baseball/card-collectors-hold-on-to-mike-piazzas-stint-with-marlins.html,0
2013-01-01T00:00:00Z,Found Moments,https://www.nytimes.com/slideshow/2013/01/01/theater/20130101-fitzgeraldphoto.html,0
2013-01-01T00:00:00Z,A Podcast That Has Old-School Smarts,https://www.nytimes.com/2013/01/01/arts/julie-klausners-podcast-how-was-your-week.html,0
2013-01-01T00:00:00Z,"Added In or Left Out, Fees Remain the Focus",https://www.nytimes.com/2013/01/01/business/with-demand-dropping-airlines-focus-on-fees.html,0
2013-01-01T00:00:00Z,"Playing by Heart, With or Without a Score",https://www.nytimes.com/2013/01/01/arts/music/memorizations-loosening-hold-on-concert-tradition.html,0
2013-01-01T00:00:00Z,Humpback Whales Seek Pairings Based on Size,https://www.nytimes.com/2013/01/01/science/humpback-whales-use-size-as-measure-for-mating.html,0
2013-01-01T00:00:00Z,Spiritual Landscapes of the Gilded Age,https://www.nytimes.com/2013/01/01/arts/design/louis-c-tiffany-works-at-museum-of-biblical-art.html,0
2013-01-01T00:00:00Z,Independence for Elderly,https://www.nytimes.com/2013/01/01/science/independence-for-elderly.html,0
2013-01-01T00:00:00Z,Recovery After Trauma,https://www.nytimes.com/2013/01/01/science/recovery-after-trauma.html,0
2013-01-01T00:00:00Z,Race and Medicine (2 Letters),https://www.nytimes.com/2013/01/01/science/race-and-medicine-2-letters.html,0
2013-01-01T00:00:00Z,Worlds in a Snapshot,https://www.nytimes.com/interactive/2013/01/01/theater/20130101-fitzgerald.html,0
2013-01-01T00:00:00Z,"Actors, Offstage and Off Guard",https://www.nytimes.com/2013/01/01/theater/glenn-fitzgerald-photos-of-ivanov-and-realistic-joneses.html,0
2013-01-01T00:00:00Z,"The Beatles, Seen From Unusual Angles",https://www.nytimes.com/2013/01/01/arts/music/henry-grossmans-photos-of-the-beatles.html,0
2013-01-01T00:00:00Z,Chief Justice Prods Congress to Resolve Budget Talks and Control National Debt,https://www.nytimes.com/2013/01/01/us/chief-justice-roberts-prods-congress-on-fiscal-matters.html,0
2013-01-01T00:00:00Z,"A Year of Market Gains, Despite Turmoil",https://www.nytimes.com/2013/01/01/business/a-year-of-market-gains-despite-political-turmoil.html,0
2013-01-01T00:00:00Z,"The More Things Change, the More a Band Can Do",https://www.nytimes.com/2013/01/01/arts/music/golden-palominos-with-lianne-smith-and-lori-carson.html,0
2013-01-01T00:00:00Z,New Frontier for Topics in Science: Social Media,https://www.nytimes.com/2013/01/01/science/science-topics-go-viral-on-social-media.html,0
2013-01-01T00:00:00Z,Big Innovations in Football Are Just Past the End Zone,https://www.nytimes.com/2013/01/01/sports/products-for-sports-facilities-change-to-keep-up.html,0
2013-01-01T00:00:00Z,Revisiting a Beatles Archive,https://www.nytimes.com/slideshow/2013/01/01/arts/music/20130101GROSSMAN.html,0
2013-01-01T00:00:00Z,"Albums from Buddy Miller and Jim Lauderdale, and the Max Johnson Trio",https://www.nytimes.com/2013/01/01/arts/music/buddy-miller-and-jim-lauderdale.html,0
2013-01-01T00:00:00Z,"Fearing Fighting, Residents Flee Capital of Central African Republic",https://www.nytimes.com/2013/01/01/world/africa/residents-flee-bangui-capital-of-central-africa-republic.html,0
2013-01-01T00:00:00Z,Building a Better Goal Post,https://www.nytimes.com/slideshow/2013/01/01/sports/01goalposts_ss.html,0
2013-01-01T00:00:00Z,Coldplay Delivers in the Usual Way,https://www.nytimes.com/2013/01/01/arts/music/coldplay-at-the-barclays-center-on-sunday.html,0
2013-01-01T00:00:00Z,"Mortality: H.I.V.-Positive Smokers Lose More Years to Tobacco Than to the Virus, a Study Says",https://www.nytimes.com/2013/01/01/health/smoking-cuts-hiv-patients-lives-more-than-virus-study-says.html,0
2013-01-01T00:00:00Z,An Environmentalist Weighs the Fallout of Flying,https://www.nytimes.com/2013/01/01/business/an-environmentalist-weighs-the-fallout-of-flying.html,0
2013-01-01T00:00:00Z,"The Life of Pi, and Other Infinities",https://www.nytimes.com/2013/01/01/science/the-life-of-pi-and-other-infinities.html,0
2013-01-01T00:00:00Z,‘We Lost Things and We Can Replace Those Things’,https://www.nytimes.com/2013/01/01/nyregion/hurricane-sandy-and-sandy-hook-killings-distinct-but-for-a-name.html,0
2013-01-01T00:00:00Z,"Outmaneuvered at Their Own Game, Antivirus Makers Struggle to Adapt",https://www.nytimes.com/2013/01/01/technology/antivirus-makers-work-on-software-to-catch-malware-more-effectively.html,0
2013-01-01T00:00:00Z,Youthful Orchestra Abets the Voice of a Clarinet,https://www.nytimes.com/2013/01/01/arts/music/new-york-string-orchestra-conducted-by-jaime-laredo-at-carnegie-hall.html,0
2013-01-01T00:00:00Z,Grapes Can Be Different by Location in Vineyard,https://www.nytimes.com/2013/01/01/science/same-grapes-can-vary-by-location-in-vineyard.html,0
2013-01-01T00:00:00Z,Birds Found to Have Emotional Reactions to Song,https://www.nytimes.com/2013/01/01/science/birds-found-to-have-emotional-reactions-to-song.html,0
2013-01-01T00:00:00Z,"Sound vs. Noise, and the Elusive Quest for Quiet",https://www.nytimes.com/2013/01/01/science/discord-sound-noise-and-our-elusive-quest-for-quiet.html,0
2013-01-01T00:00:00Z,Silencing the Smartphone,https://www.nytimes.com/2013/01/01/business/some-companies-seek-to-wean-employees-from-their-smartphones.html,0
2013-01-01T00:00:00Z,Worms Produce Another Kind of Gold for Growers,https://www.nytimes.com/2013/01/01/science/worms-produce-another-kind-of-gold-for-farmers.html,0
2013-01-01T00:00:00Z,Poets Who Look Death in the Eye,https://www.nytimes.com/2013/01/01/books/poems-on-mortality-by-c-k-williams-and-cynthia-cruz.html,0
2013-01-01T00:00:00Z,"In a Place for the Dead, Studying a Seemingly Immortal Species",https://www.nytimes.com/2013/01/01/science/studying-seemingly-immortal-lichens-in-a-place-for-the-dead.html,0
2013-01-01T00:00:00Z,Iran Tests New Version of Missiles in Exercise,https://www.nytimes.com/2013/01/01/world/middleeast/iran-fires-missiles-in-wide-ranging-naval-exercises.html,0
2013-01-01T00:00:00Z,Clock Time and Sun Time,https://www.nytimes.com/2013/01/01/science/is-year-round-daylight-saving-time-feasible.html,0
2013-01-01T00:00:00Z,Slow Return for a Former Speakeasy That Crumpled,https://www.nytimes.com/2013/01/01/nyregion/chumleys-ex-speakeasy-in-greenwich-village-seems-on-mend.html,0
2013-01-01T00:00:00Z,"In Starting Over, No Time to Lose",https://www.nytimes.com/2013/01/01/sports/football/eagles-reid-among-fired-nfl-coaches.html,0
2013-01-01T00:00:00Z,Visa Issue in China Forces Out Times Reporter,https://www.nytimes.com/2013/01/01/world/asia/times-reporter-in-china-is-forced-to-leave-over-visa-issue.html,0
2013-01-01T00:00:00Z,Warm Lentil Salad With Balsamic Roast Squash,https://www.nytimes.com/2013/01/01/health/warm-lentil-salad-recipes-for-health.html,0
2013-01-01T00:00:00Z,"Coveting Horns, Ruthless Smugglers’ Rings Put Rhinos in the Cross Hairs",https://www.nytimes.com/2013/01/01/world/africa/ruthless-smuggling-rings-put-rhinos-in-the-cross-hairs.html,0
2013-01-01T00:00:00Z,F.D.A. Approves Drug for Resistant Tuberculosis,https://www.nytimes.com/2013/01/01/business/fda-approves-new-tuberculosis-drug.html,0
2013-01-01T00:00:00Z,Three People Are Killed in a House Fire in the Bronx,https://www.nytimes.com/2013/01/01/nyregion/3-dead-in-bronx-fire.html,0
2013-01-01T00:00:00Z,Shares End Higher on Hope for Fiscal Deal,https://www.nytimes.com/2013/01/01/business/daily-stock-market-activity.html,0
2013-01-01T00:00:00Z,Tentative Deal Is Reached to Raise Taxes on the Wealthy,https://www.nytimes.com/2013/01/01/us/politics/tentative-deal-is-reached-to-raise-taxes-on-the-wealthy.html,0
2013-01-01T00:00:00Z,Ryan Stays; Tannenbaum Goes; Other Answers Are Scarce,https://www.nytimes.com/2013/01/01/sports/football/jets-fire-general-manager-mike-tannenbaum.html,0
2013-01-01T00:00:00Z,Impact of the Tax Deal,https://www.nytimes.com/interactive/2013/01/01/us/politics/impact-of-the-tax-deal.html,0
2013-01-01T00:00:00Z,2012: Best in Food and Drink,https://www.nytimes.com/interactive/2013/01/01/t-magazine/2012best_food.html,1
2013-01-01T00:00:00Z,12 Men Out,https://www.nytimes.com/interactive/2013/01/01/sports/football/01coacheschart.html,1
2013-01-01T00:00:00Z,Inside the Energy Drinks,https://www.nytimes.com/interactive/2013/01/01/health/Inside-the-Energy-Drinks.html,0
2013-01-01T01:37:06Z,"As Taiwan's Links With Mainland Grow, So Do Concerns",https://rendezvous.blogs.nytimes.com/2013/01/01/as-taiwans-links-with-mainland-grow-so-do-concerns/,0
2013-01-01T02:23:03Z,Requiem for a Newspaper,https://latitude.blogs.nytimes.com/2013/01/01/the-travails-of-the-turkish-newspaper-taraf/,0
2013-01-01T04:28:50Z,India 2012: The Year That Was,https://india.blogs.nytimes.com/2013/01/01/india-2012-the-year-that-was/,0
2013-01-01T05:00:23Z,Tannenbaum's Legacy in the Draft,https://fifthdown.blogs.nytimes.com/2013/01/01/tannenbaums-legacy-in-the-draft/,0
2013-01-01T06:00:10Z,When the Deficit Will Be Fixed,https://economix.blogs.nytimes.com/2013/01/01/when-the-deficit-will-be-fixed/,0
2013-01-01T06:00:31Z,"Public Perception of Tony Romo, Wrapped Up in One Play",https://fifthdown.blogs.nytimes.com/2013/01/01/public-perception-of-tony-romo-wrapped-up-in-one-play/,0
2013-01-01T06:15:09Z,Q&A: How to Cut a LinkedIn Connection,https://gadgetwise.blogs.nytimes.com/2013/01/01/qa-how-to-cut-a-linkedin-connection/,0
2013-01-01T08:00:05Z,Bright Passages (Humor Division),https://afterdeadline.blogs.nytimes.com/2013/01/01/bright-passages-humor-division/,0
2013-01-01T08:00:44Z,In Performance: Baba Brinkman of 'Ingenious Nature',https://artsbeat.blogs.nytimes.com/2013/01/01/in-performance-baba-brinkman-of-ingenious-nature/,0
2013-01-01T08:32:14Z,"Liberalism's $400,000 Problem",https://douthat.blogs.nytimes.com/2013/01/01/liberalisms-400000-problem/,0
2013-01-01T08:48:04Z,What to Watch for in Europe in 2013,https://rendezvous.blogs.nytimes.com/2013/01/01/what-to-watch-for-in-europe-in-2013/,0
2013-01-01T08:48:38Z,Perspective on the Deal,https://krugman.blogs.nytimes.com/2013/01/01/perspective-on-the-deal/,0
2013-01-01T09:00:09Z,Awards Voters Face Plenty of Choices and Few Easy Answers,https://fifthdown.blogs.nytimes.com/2013/01/01/manning-peterson-and-the-major-n-f-l-awards/,0
2013-01-01T09:00:25Z,The Best in Food,https://tmagazine.blogs.nytimes.com/2013/01/01/the-best-in-food/,0
2013-01-01T09:19:32Z,Tuesday Reading: 12 Resolutions for Happier Families,https://bucks.blogs.nytimes.com/2013/01/01/tuesday-reading-twelve-resolutions-for-happier-families/,0
2013-01-01T09:26:36Z,Grading a Blogger's Resolutions,https://parenting.blogs.nytimes.com/2013/01/01/grading-a-bloggers-resolutions/,0
2013-01-01T10:00:44Z,Behind the Cover Photo: On Digging Up a Super-Rare Shot of Adam Yauch,https://6thfloor.blogs.nytimes.com/2013/01/01/behind-the-cover-photo-on-digging-up-a-super-rare-shot-of-adam-yauch/,0
2013-01-01T10:00:56Z,The View From Notre Dame: Offensive Line Is Key,https://thequad.blogs.nytimes.com/2013/01/01/view-from-notre-dame-offensive-line-is-key-to-title-game/,0
2013-01-01T10:52:39Z,Shell's Drilling Rig Runs Aground,https://green.blogs.nytimes.com/2013/01/01/shells-drilling-rig-runs-aground/,0
2013-01-01T11:37:28Z,Using TripAdvisor? Some Advice,https://frugaltraveler.blogs.nytimes.com/2013/01/01/using-tripadvisor-some-advice/,0
2013-01-01T11:53:56Z,"Ackman, Herbalife and Celebrity Short-Sellers",https://dealbook.nytimes.com/2013/01/01/ackman-herbalife-and-celebrity-short-sellers/,0
2013-01-01T12:59:57Z,The Return of Moving Sidewalks,https://artsbeat.blogs.nytimes.com/2013/01/01/the-return-of-moving-sidewalks/,0
2013-01-01T13:00:02Z,Visa Requirements Lifted For Short Stays in China,https://intransit.blogs.nytimes.com/2013/01/01/visa-requirements-lifted-for-short-stays-in-china/,0
2013-01-01T13:22:46Z,Juilliard Focus! Festival Announces Winter Concerts,https://artsbeat.blogs.nytimes.com/2013/01/01/juilliard-focus-festival-announces-winter-concerts/,0
2013-01-01T13:26:34Z,Publishing Without Perishing,https://bits.blogs.nytimes.com/2013/01/01/publishing-without-perishing/,1
2013-01-01T14:29:23Z,"For U.S. Attorney's Office, Forfeiture From Crimes Pays  (Sometimes in Dinosaur Bones)",https://dealbook.nytimes.com/2013/01/01/crime-forfeiture-pays-for-u-s-attorneys-office-sometimes-in-dinosaur-bones/,0
2013-01-01T14:33:09Z,Green Day to Resume Touring,https://artsbeat.blogs.nytimes.com/2013/01/01/green-day-to-resume-touring/,0
2013-01-01T16:34:23Z,"Wheels, Old and New",https://cityroom.blogs.nytimes.com/2013/01/01/wheels-old-and-new-2/,0
2013-01-01T17:14:39Z,"A Century Ago, a Mayor Who Wrote Back",https://cityroom.blogs.nytimes.com/2013/01/01/the-mayor-of-sarcastic-witty-and-candid-letters/,0
2013-01-01T18:25:40Z,Is America Still the Land of Opportunity?,https://rendezvous.blogs.nytimes.com/2013/01/01/is-america-still-the-land-of-opportunity/,0
2013-01-01T18:33:54Z,Court Comes Apart at Ferrer's Feet,https://straightsets.blogs.nytimes.com/2013/01/01/court-comes-apart-at-ferrers-feet/,0
2013-01-01T18:40:11Z,Stoudemire to Come Off the Bench Against Portland,https://offthedribble.blogs.nytimes.com/2013/01/01/stoudemire-to-come-off-the-bench-against-portland/,0
2013-01-01T19:00:33Z,'Peter and the Starcatcher' Headed Off Broadway,https://artsbeat.blogs.nytimes.com/2013/01/01/peter-and-the-starcatcher-headed-off-broadway/,0
2013-01-01T19:52:19Z,Fixing Our Food Problem,https://opinionator.blogs.nytimes.com/2013/01/01/fixing-our-food-problem/,0
2013-01-01T20:21:26Z,Agreement Announced in Tory Burch Case,https://runway.blogs.nytimes.com/2013/01/01/agreement-announced-in-tory-burch-case/,0
2013-01-01T21:22:53Z,Advice from Cervantes that Suits 2013 and Beyond: Plunge In,https://dotearth.blogs.nytimes.com/2013/01/01/advice-from-cervantes-that-works-in-2013-and-beyond-plunge-in/,0
2013-01-01T22:00:26Z,Making Scents of Things,https://wordplay.blogs.nytimes.com/2013/01/01/making-scents-of-things/,0
2013-01-02T00:00:00Z,What’s On Wednesday,https://www.nytimes.com/2013/01/02/arts/television/whats-on-wednesday.html,0
2013-01-02T00:00:00Z,A Chicago Divided by Killings,https://www.nytimes.com/interactive/2013/01/02/us/chicago-killings.html,1
2013-01-02T00:00:00Z,My Last Day in Congress,https://www.nytimes.com/2013/01/02/opinion/my-last-day-in-congress.html,0
